frequency,intensity
0.0,8.909058103804782
1.0,11.362380906489223
2.0,10.104221521981357
3.0,10.902000938879821
4.0,11.854045493902198
5.0,9.197288048748698
6.0,9.019986168407613
7.0,10.512081244244508
8.0,8.76203282129329
9.0,9.123968977353696
10.0,9.86383018227385
11.0,10.188229306268575
12.0,8.507952836221175
13.0,9.541453527310313
14.0,10.698890316822283
15.0,11.61159308378756
16.0,7.648763269992096
17.0,11.564533976757176
18.0,11.055926386587965
19.0,8.700715499965765
20.0,8.239868234745918
21.0,10.49968904199219
22.0,9.497941817892299
23.0,10.16284895557491
24.0,11.029839848904357
25.0,9.55493706738538
26.0,10.194173566130424
27.0,10.568278680991654
28.0,11.063056229089103
29.0,12.106244837656508
30.0,12.0333984399883
31.0,10.288267950037728
32.0,9.717737920427464
33.0,12.836055713433431
34.0,10.76540453255092
35.0,10.510721063280094
36.0,8.68494096195762
37.0,10.930268467003101
38.0,9.072310053248435
39.0,9.453371774780287
40.0,8.405868906087507
41.0,9.380847694289537
42.0,10.074644118165168
43.0,8.209011643121517
44.0,8.93179883339961
45.0,9.907242512740588
46.0,8.492513762020693
47.0,8.505268986758566
48.0,9.007138146356686
49.0,8.320086387021535
50.0,10.733897327283593
51.0,8.813934903075783
52.0,10.919112648405848
53.0,11.105096708558964
54.0,8.569416723253322
55.0,10.0489252204591
56.0,9.428277340467156
57.0,8.64153825166332
58.0,9.600209422379868
59.0,9.711815922634267
60.0,10.849828041569651
61.0,11.225947619945277
62.0,8.684825845117803
63.0,9.514674796944583
64.0,10.634343622258012
65.0,11.408572923318838
66.0,7.079093114591508
67.0,11.529594599666833
68.0,9.799164958503845
69.0,11.83382153966792
70.0,9.493004164286736
71.0,9.005677770272586
72.0,10.053834928289431
73.0,11.39989498705846
74.0,10.036731574210258
75.0,7.177688855528054
76.0,10.819164026358743
77.0,8.072803464293923
78.0,8.828347722099164
79.0,8.608867041537534
80.0,7.798710845305347
81.0,8.500306956695606
82.0,8.823694276457703
83.0,9.310272839721495
84.0,10.158274659343233
85.0,10.477959909129762
86.0,10.930220909526858
87.0,16.275021038082986
88.0,23.297896997466644
89.0,28.787790927440554
90.0,30.16158274020578
91.0,28.39320257976871
92.0,23.201324480745512
93.0,18.12703244298652
94.0,14.742446298337684
95.0,10.494404858119486
96.0,9.896191278365118
97.0,11.811108585564131
98.0,11.87999435341412
99.0,11.849589609985525
100.0,7.1878038153212644
101.0,9.73637812998207
102.0,6.093382020373165
103.0,10.875923117173594
104.0,10.066738821573814
105.0,10.062615392065597
106.0,9.834766305325026
107.0,11.56404568131597
108.0,9.648271950216966
109.0,11.239737014686845
110.0,10.66431762193846
111.0,10.42817899964125
112.0,10.555114594528728
113.0,10.132847784625767
114.0,8.68752935110845
115.0,10.85946348837504
116.0,10.855994069215102
117.0,9.82733883110102
118.0,10.876852163042829
119.0,11.078714769020658
120.0,8.462163345868241
121.0,9.829437402569088
122.0,9.468101689534768
123.0,8.913807895081026
124.0,10.38677728519151
125.0,8.988186865053311
126.0,9.478741356640187
127.0,10.294478613605069
128.0,10.41982013640167
129.0,10.38585543117562
130.0,12.680689874523537
131.0,9.395575377581348
132.0,10.30022340070709
133.0,8.552987206347007
134.0,10.577627005585942
135.0,11.384144341733563
136.0,11.456632117783787
137.0,9.237025987907781
138.0,9.66464290962185
139.0,11.514865879869054
140.0,9.887954388711712
