frequency,intensity
0.0,6.352420563040285
1.0,4.6272501035673335
2.0,5.026256130942867
3.0,5.326013026397206
4.0,4.368861577099409
5.0,5.001652458324759
6.0,4.999287691313655
7.0,3.596220554923663
8.0,5.8141264045307945
9.0,5.48039881273564
10.0,4.499656820826592
11.0,4.862761391043423
12.0,5.404239499357401
13.0,4.790914867846682
14.0,4.805800737061963
15.0,3.837406870007367
16.0,5.44366424951351
17.0,5.099104724229631
18.0,5.219567939007971
19.0,3.7787803745041275
20.0,6.320559752949181
21.0,5.123468428365086
22.0,4.69028804537089
23.0,6.62325777660889
24.0,4.9636911761114835
25.0,3.83945704068274
26.0,4.675817715657851
27.0,3.1693479184226216
28.0,5.8395172394746035
29.0,4.6668205451839855
30.0,4.405957179836346
31.0,5.857976105260397
32.0,3.6791395284753285
33.0,5.428343485060873
34.0,3.3484681575030595
35.0,4.470272528266553
36.0,4.036624123520214
37.0,6.169580501770819
38.0,6.412928702343467
39.0,4.736468998469548
40.0,5.672586593714828
41.0,4.85601087899812
42.0,5.4544495098623855
43.0,4.397730242862828
44.0,3.633328637466355
45.0,3.557521073216207
46.0,5.3064974814060095
47.0,6.7980760422461595
48.0,5.21552930440631
49.0,4.580316304479318
50.0,6.529615089865553
51.0,5.189841477309755
52.0,5.081147188169292
53.0,5.202062188444254
54.0,4.894098241946522
55.0,4.752418927528896
56.0,3.8520292271715566
57.0,5.401299298544832
58.0,4.924179639648084
59.0,5.954468737875208
60.0,4.7049452252417225
61.0,3.4749040971756253
62.0,4.920311494484109
63.0,6.359629837397344
64.0,4.69326150165479
65.0,4.288114511183401
66.0,4.045126462193453
67.0,4.159986551139701
68.0,4.75984501055987
69.0,4.056014325233436
70.0,6.198111292478067
71.0,4.773891811139698
72.0,5.086918697195818
73.0,6.15059161658737
74.0,6.202654816337135
75.0,4.829813626418689
76.0,5.265579372663369
77.0,5.588021269583233
78.0,4.845715646296251
79.0,3.5775898112531084
80.0,5.523765114439157
81.0,5.715484823177553
82.0,5.33241685321955
83.0,4.261231354386523
84.0,4.843457710438049
85.0,4.52845268479848
86.0,4.763976747111609
87.0,6.049550610780742
88.0,6.259171540226783
89.0,5.631555180773898
90.0,5.677138187959466
91.0,6.0829785375980565
92.0,6.1201927305790935
93.0,7.101384646483775
94.0,8.25454309483047
95.0,11.059993297616536
96.0,15.817914015105337
97.0,17.891114045377837
98.0,19.86662628169546
99.0,21.860508901542186
100.0,22.308408006731405
101.0,22.537546503039067
102.0,20.453556455239017
103.0,16.041385256374024
104.0,14.39902458359769
105.0,10.649109441241798
106.0,9.934836170050398
107.0,7.287390602636775
108.0,7.504170519592436
109.0,5.175173911644541
110.0,5.007754998920177
111.0,5.335867307862089
112.0,5.880266472843889
113.0,5.464748447501329
114.0,4.01692658199182
115.0,5.147389101180803
116.0,5.018075351116869
117.0,4.6568122049123035
118.0,4.481530527467253
119.0,6.398064770800042
120.0,4.687691366387418
121.0,4.32326198391767
122.0,5.509690280826028
123.0,5.104498383891149
124.0,4.939348907227836
125.0,5.625041448873131
126.0,5.390900332717754
127.0,5.289752000761238
128.0,5.771360387513161
129.0,5.226909139067835
130.0,4.5064624407276215
131.0,4.710174217264221
132.0,4.583222131756551
133.0,5.16777764558128
134.0,4.137612084599436
135.0,3.534059226617139
136.0,5.070523939678717
137.0,3.9307835600354446
138.0,3.4384175211639
139.0,5.29866462705335
140.0,4.431157443101167
141.0,5.39690033779126
142.0,4.575316998460289
143.0,4.102430089435536
144.0,4.005185988915187
145.0,4.588058221837032
146.0,4.781293755003376
147.0,4.3412319327870454
148.0,4.775113669749265
149.0,3.77111816303002
150.0,5.011591155981021
151.0,3.565081006559697
152.0,4.8449149464366155
153.0,5.557835287823661
154.0,5.873551041795858
155.0,6.371504197495273
156.0,3.7549698825210465
157.0,5.606980160443588
158.0,5.965025755292678
159.0,5.784445587870373
160.0,4.256540947915009
161.0,5.329437464892783
162.0,6.488044537781716
163.0,3.802181086114724
164.0,5.381070160205802
165.0,5.889832388527266
166.0,4.442727187473118
167.0,5.4663762426287645
168.0,4.143285993604107
169.0,4.350233134854641
170.0,4.346335802537185
171.0,5.1538461590571645
172.0,4.927214987188392
173.0,5.76329216627574
174.0,4.2477767092234915
175.0,4.8949794835198235
176.0,5.768861190497911
177.0,5.448621837602699
178.0,3.9402874056679065
179.0,5.532165049467551
180.0,4.617274387431121
181.0,5.308342770194269
182.0,5.240665103305731
183.0,5.975860886682582
184.0,5.094520108843464
185.0,3.5206767816473596
186.0,3.9142703739659392
187.0,5.6107959740283135
188.0,4.854834210192821
189.0,6.046733800908262
190.0,5.500883317200322
191.0,4.9454667651349045
192.0,6.847259902170491
193.0,6.003707989231357
194.0,5.945378714448395
195.0,10.438034391657704
196.0,8.64313452570151
197.0,12.099373329489985
198.0,13.587018117227565
199.0,13.8113519353471
