frequency,intensity
0.0,6.352420563040285
1.0,4.6272501035673335
2.0,5.026256130942867
3.0,5.326013026397206
4.0,4.368861577099409
5.0,5.001652458324759
6.0,4.999287691313655
7.0,3.596220554923663
8.0,5.8141264045307945
9.0,5.48039881273564
10.0,4.499656820826592
11.0,4.862761391043423
12.0,5.404239499357401
13.0,4.790914867846682
14.0,4.805800737061963
15.0,3.837406870007367
16.0,5.44366424951351
17.0,5.099104724229631
18.0,5.219567939007971
19.0,3.7787803745041275
20.0,6.320559752949181
21.0,5.123468428365086
22.0,4.69028804537089
23.0,6.62325777660889
24.0,4.9636911761114835
25.0,3.83945704068274
26.0,4.675817715657851
27.0,3.1693479184226216
28.0,5.8395172394746035
29.0,4.6668205451839855
30.0,4.405957179836346
31.0,5.857976105260397
32.0,3.6791395284753285
33.0,5.428343485060873
34.0,3.3484681575030595
35.0,4.470272528266553
36.0,4.036624123520214
37.0,6.169580501770819
38.0,6.412928702343467
39.0,4.736468998469548
40.0,5.672586593714828
41.0,4.85601087899812
42.0,5.4544495098623855
43.0,4.397730242862828
44.0,3.633328637466355
45.0,3.557521073216207
46.0,5.3064974814060095
47.0,6.79807604224616
48.0,5.215529304406462
49.0,4.580316304504523
50.0,6.529615092545911
51.0,5.189841660069511
52.0,5.081155178203056
53.0,5.202286162073616
54.0,4.898123793481352
55.0,4.798809969202569
56.0,4.1948152365861615
57.0,7.025322697384185
58.0,9.857527125734334
59.0,15.563317572876905
60.0,16.704945225241723
61.0,13.083752932177322
62.0,9.853658980570358
63.0,7.983653236236696
64.0,5.036047511069395
65.0,4.334505552857074
66.0,4.049152013728283
67.0,4.160210524769063
68.0,4.759853000593633
69.0,4.056014507993193
70.0,6.198111295158425
71.0,4.7738918111649005
72.0,5.086918697195936
73.0,6.150591616587007
74.0,6.202654816333529
75.0,4.829813626385952
76.0,5.265579372390799
77.0,5.5880212675018885
78.0,4.845715631720328
79.0,3.5775897176583977
80.0,5.523764565642846
81.0,5.715482026616183
82.0,5.332410081472172
83.0,4.261388248258788
84.0,4.847203701688457
85.0,4.5737751865831635
86.0,5.103017019552342
87.0,7.661531553020691
88.0,11.157011192800773
89.0,15.144383389729425
90.0,17.438996095822663
91.0,15.150152026646404
92.0,9.923553736801097
93.0,6.5634926296497
94.0,4.803869859513745
95.0,5.001697081633614
96.0,6.811983140835839
97.0,5.695455437032423
98.0,4.726314371292273
99.0,4.622458861052939
100.0,4.308408009411761
101.0,5.299496279815266
102.0,5.3132365548022165
103.0,3.8455026743992495
104.0,5.3890681577933615
105.0,4.544422183585202
106.0,6.141376925319069
107.0,5.125475186963348
108.0,6.37418403972834
109.0,4.633498565716398
110.0,4.769612909463733
111.0,5.239846864575677
112.0,5.844766629365394
113.0,5.452929964531287
114.0,4.017206396552779
115.0,5.1927116029654865
116.0,5.360581800247052
117.0,6.280768523994558
118.0,9.414863251772362
119.0,16.00691062648061
120.0,16.68769081491075
121.0,13.93211072529945
122.0,10.443037752336203
123.0,6.728521780649155
124.0,5.28213491636987
125.0,5.671432490514067
126.0,5.394925884248978
127.0,5.289975974390236
128.0,5.7713683775468905
129.0,5.226909321827589
130.0,4.50646244340798
131.0,4.710174217289426
132.0,4.583222131756703
133.0,5.167777645581281
134.0,4.137612084599436
135.0,3.534059226617139
136.0,5.070523939678717
137.0,3.930783560035445
138.0,3.4384175211640517
139.0,5.298664627078555
140.0,4.431157445781525
141.0,5.396900520551017
142.0,4.575324988494052
143.0,4.102654063064898
144.0,4.009211540450017
145.0,4.634449263510705
146.0,5.1240797644179805
147.0,5.965255331626398
148.0,9.708461155835515
149.0,13.379966998031716
150.0,17.011591155981023
151.0,13.173929841561392
152.0,9.778262432522865
153.0,7.181858686663013
154.0,6.216337051210463
155.0,6.4178952391689466
156.0,3.7589954340558767
157.0,5.60720413407295
158.0,5.9650337453264415
159.0,5.784445770630129
160.0,4.256540950595367
161.0,5.329437464917988
162.0,6.488044537781868
163.0,3.8021810861147243
164.0,5.381070160205802
165.0,5.889832388527266
166.0,4.442727187473118
167.0,5.466376242628765
168.0,4.143285993604255
169.0,4.350233134879813
170.0,4.34633580521728
171.0,5.153846341814892
172.0,4.927222977207549
173.0,5.763516139807014
174.0,4.251802260143677
175.0,4.941370521599675
176.0,6.111647180305409
177.0,7.072645136627308
178.0,8.873634417621265
179.0,15.141011782967865
180.0,16.61726569615635
181.0,14.917158065317416
182.0,10.173891818104575
183.0,7.599478506014256
184.0,5.4360339612029
185.0,3.5633463444675084
186.0,3.9081377763514746
187.0,5.5851474819712745
188.0,4.793354923443674
189.0,5.910383430835007
190.0,5.218751057025178
191.0,4.400747411268783
192.0,5.8659254077787235
193.0,4.354081854776672
194.0,3.3578915933797244
195.0,6.6510364408502785
196.0,3.4714008979022433
197.0,5.509130287183456
198.0,5.75108141516709
199.0,5.117652690506478
